time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,education_phase,count_schools,count_schools_with_primary_and_secondary_capacity,school_places,pupils_on_roll,primary_capacity,secondary_capacity,primary_pupils_on_roll,secondary_pupils_on_roll
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Secondary,4,4,815,910,315,500,390,520
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Total,4,2,302,344,139,163,159,185
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Primary,1,0,88,91,88,0,91,0
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Secondary,3,2,214,253,51,163,68,185
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Total,10,7,1481,1746,669,812,804,942
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Primary,1,0,197,242,197,0,242,0
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Secondary,9,7,1284,1504,472,812,562,942
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Total,3,3,539,500,230,309,207,293
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Secondary,3,3,539,500,230,309,207,293
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Total,4,1,608,697,244,364,351,346
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Primary,1,0,142,185,142,0,185,0
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Secondary,3,1,466,512,102,364,166,346
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Total,11,9,1756,1736,607,1149,604,1132
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Primary,1,0,140,141,140,0,141,0
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Secondary,10,9,1616,1595,467,1149,463,1132
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Total,4,0,814,775,434,380,431,344
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Primary,2,0,434,431,434,0,431,0
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Secondary,2,0,380,344,0,380,0,344
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Total,3,3,416,411,172,244,167,244
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Secondary,3,3,416,411,172,244,167,244
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Total,4,4,620,835,310,310,295,540
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Secondary,4,4,620,835,310,310,295,540
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Total,12,10,1662,1672,624,1038,633,1039
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Secondary,12,10,1662,1672,624,1038,633,1039
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Total,5,5,741,702,259,482,261,441
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Secondary,5,5,741,702,259,482,261,441
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Total,22,21,3209,3598,1320,1889,1317,2281
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Primary,1,0,56,56,56,0,56,0
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Secondary,21,21,3153,3542,1264,1889,1261,2281
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Total,5,3,580,649,222,358,243,406
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Secondary,5,3,580,649,222,358,243,406
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Total,3,3,533,494,186,347,186,308
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Secondary,3,3,533,494,186,347,186,308
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Total,26,12,2893,2869,1179,1714,1169,1700
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Primary,7,0,610,622,610,0,620,2
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Secondary,19,12,2283,2247,569,1714,549,1698
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Total,16,16,2134,1979,966,1168,837,1142
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Secondary,16,16,2134,1979,966,1168,837,1142
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Total,14,14,1515,1495,579,936,557,938
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Secondary,14,14,1515,1495,579,936,557,938
202223,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Total,10,4,1625,1681,592,1033,578,1103
202223,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Primary,2,0,319,316,319,0,316,0
202223,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Secondary,8,4,1306,1365,273,1033,262,1103
202223,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Total,6,5,999,913,372,627,345,568
202223,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Primary,1,0,66,66,66,0,66,0
202223,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Secondary,5,5,933,847,306,627,279,568
202223,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Total,16,11,1629,1520,656,973,564,956
202223,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Primary,2,0,223,234,223,0,234,0
202223,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Secondary,14,11,1406,1286,433,973,330,956
202223,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Total,4,3,545,482,267,278,170,312
202223,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Secondary,4,3,545,482,267,278,170,312
202223,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Total,28,11,3109,3350,1380,1729,1357,1993
202223,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Primary,8,0,740,807,740,0,807,0
202223,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Secondary,20,11,2369,2543,640,1729,550,1993
202223,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Total,5,3,660,670,261,399,256,414
202223,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Primary,1,0,182,184,182,0,184,0
202223,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Secondary,4,3,478,486,79,399,72,414
202223,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Total,6,2,842,860,392,450,389,471
202223,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Primary,2,0,320,320,320,0,320,0
202223,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Secondary,4,2,522,540,72,450,69,471
202223,Academic year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Total,1,1,198,198,98,100,92,106
202223,Academic year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Secondary,1,1,198,198,98,100,92,106
202223,Academic year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Total,2,2,400,287,200,200,94,193
202223,Academic year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Secondary,2,2,400,287,200,200,94,193
202223,Academic year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Total,3,3,660,617,172,488,165,452
202223,Academic year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Secondary,3,3,660,617,172,488,165,452
202223,Academic year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Total,4,2,354,350,121,233,134,216
202223,Academic year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Primary,1,0,32,34,32,0,34,0
202223,Academic year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Secondary,3,2,322,316,89,233,100,216
202223,Academic year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Total,2,1,382,379,161,221,158,221
202223,Academic year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Primary,1,0,38,35,38,0,35,0
202223,Academic year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Secondary,1,1,344,344,123,221,123,221
202223,Academic year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Total,3,3,426,409,167,259,122,287
202223,Academic year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Secondary,3,3,426,409,167,259,122,287
202223,Academic year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Total,26,21,6173,6109,2437,3736,2436,3673
202223,Academic year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Primary,1,0,152,154,152,0,154,0
202223,Academic year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Secondary,25,21,6021,5955,2285,3736,2282,3673
202223,Academic year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Total,5,2,1171,1051,421,750,390,661
202223,Academic year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Primary,1,0,233,244,233,0,244,0
202223,Academic year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Secondary,4,2,938,807,188,750,146,661
202223,Academic year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Total,3,1,362,388,151,211,103,285
202223,Academic year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Primary,1,0,104,95,104,0,95,0
202223,Academic year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Secondary,2,1,258,293,47,211,8,285
202223,Academic year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Total,15,14,1428,1374,539,889,500,874
202223,Academic year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Primary,2,1,117,84,109,8,84,0
202223,Academic year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Secondary,13,13,1311,1290,430,881,416,874
202223,Academic year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Total,30,16,3358,3485,1298,2060,1268,2217
202223,Academic year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Primary,5,0,586,586,586,0,586,0
202223,Academic year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Secondary,25,16,2772,2899,712,2060,682,2217
202223,Academic year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Total,14,8,2109,2219,1022,1087,1016,1203
202223,Academic year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Primary,4,0,571,626,571,0,614,12
202223,Academic year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Secondary,10,8,1538,1593,451,1087,402,1191
202223,Academic year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Total,3,3,562,548,215,347,213,335
202223,Academic year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Secondary,3,3,562,548,215,347,213,335
202223,Academic year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Total,11,9,1310,1308,555,755,529,779
202223,Academic year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Primary,1,0,77,63,77,0,63,0
202223,Academic year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Secondary,10,9,1233,1245,478,755,466,779
202223,Academic year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Total,4,4,368,425,135,233,132,293
202223,Academic year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Secondary,4,4,368,425,135,233,132,293
202223,Academic year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Total,5,5,563,593,188,375,197,396
202223,Academic year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Secondary,5,5,563,593,188,375,197,396
202223,Academic year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Total,6,6,734,849,423,311,300,549
202223,Academic year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Secondary,6,6,734,849,423,311,300,549
202223,Academic year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Total,8,8,1201,1187,601,600,507,680
202223,Academic year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Secondary,8,8,1201,1187,601,600,507,680
202223,Academic year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Total,4,4,887,916,313,574,309,607
202223,Academic year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Secondary,4,4,887,916,313,574,309,607
202223,Academic year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Total,7,1,707,838,316,391,309,529
202223,Academic year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Primary,3,0,216,250,216,0,250,0
202223,Academic year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Secondary,4,1,491,588,100,391,59,529
202223,Academic year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Total,13,11,1830,1666,636,1194,551,1115
202223,Academic year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Secondary,13,11,1830,1666,636,1194,551,1115
202223,Academic year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Total,7,5,721,741,308,413,316,425
202223,Academic year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Primary,1,0,100,97,100,0,97,0
202223,Academic year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Secondary,6,5,621,644,208,413,219,425
202223,Academic year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Total,3,2,477,591,165,312,168,423
202223,Academic year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Secondary,3,2,477,591,165,312,168,423
202223,Academic year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Total,4,4,456,469,150,306,162,307
202223,Academic year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Secondary,4,4,456,469,150,306,162,307
202223,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Total,12,8,1484,1459,602,882,616,843
202223,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Primary,2,0,130,126,130,0,126,0
202223,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Secondary,10,8,1354,1333,472,882,490,843
202223,Academic year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Total,8,7,1047,1023,452,595,412,611
202223,Academic year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Secondary,8,7,1047,1023,452,595,412,611
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Total,3,1,330,335,152,178,160,175
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Primary,1,0,32,34,32,0,34,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Secondary,2,1,298,301,120,178,126,175
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Total,3,2,515,481,227,288,164,317
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Secondary,3,2,515,481,227,288,164,317
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Total,5,3,618,617,142,476,148,469
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Secondary,5,3,618,617,142,476,148,469
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Total,6,5,631,576,203,428,184,392
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Secondary,6,5,631,576,203,428,184,392
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Total,2,2,164,193,60,104,58,135
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Secondary,2,2,164,193,60,104,58,135
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Total,6,2,701,685,195,506,180,505
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Primary,1,0,110,106,110,0,106,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Secondary,5,2,591,579,85,506,74,505
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Total,5,3,947,874,457,490,408,466
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Primary,1,0,167,160,167,0,160,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Secondary,4,3,780,714,290,490,248,466
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Total,8,1,642,693,228,414,236,457
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Primary,3,0,177,191,177,0,191,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Secondary,5,1,465,502,51,414,45,457
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Total,5,2,789,759,334,455,316,443
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Primary,1,0,104,85,104,0,85,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Secondary,4,2,685,674,230,455,231,443
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Total,7,4,938,884,312,626,236,648
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Primary,1,0,72,55,72,0,55,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Secondary,6,4,866,829,240,626,181,648
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Total,3,2,263,248,86,177,76,172
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Secondary,3,2,263,248,86,177,76,172
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Total,6,4,650,681,282,368,280,401
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Primary,1,0,127,128,127,0,128,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Secondary,5,4,523,553,155,368,152,401
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Total,2,2,253,229,60,193,51,178
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Secondary,2,2,253,229,60,193,51,178
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Total,4,1,545,564,256,289,242,322
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Primary,1,0,40,33,40,0,33,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Secondary,3,1,505,531,216,289,209,322
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Total,3,3,470,523,221,249,197,326
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Secondary,3,3,470,523,221,249,197,326
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Total,6,2,733,709,300,433,289,420
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Primary,2,1,294,270,273,21,260,10
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Secondary,4,1,439,439,27,412,29,410
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Total,7,1,796,746,330,466,298,448
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Primary,2,0,248,223,248,0,214,9
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Secondary,5,1,548,523,82,466,84,439
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Total,5,3,799,831,441,358,419,412
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Primary,1,0,55,53,55,0,53,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Secondary,4,3,744,778,386,358,366,412
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Total,4,3,847,869,251,596,268,601
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Secondary,4,3,847,869,251,596,268,601
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Total,9,4,1391,1281,609,782,582,699
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Primary,2,0,389,394,389,0,394,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Secondary,7,4,1002,887,220,782,188,699
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Total,6,2,936,940,427,509,432,508
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Primary,2,0,312,318,312,0,318,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Secondary,4,2,624,622,115,509,114,508
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Total,7,4,1065,1169,389,676,386,783
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Primary,1,0,141,136,141,0,136,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Secondary,6,4,924,1033,248,676,250,783
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Total,4,0,521,505,215,306,214,291
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Primary,2,0,215,214,215,0,214,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Secondary,2,0,306,291,0,306,0,291
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Total,3,3,371,369,108,263,114,255
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Secondary,3,3,371,369,108,263,114,255
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Total,8,2,1099,1094,440,659,437,657
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Primary,3,0,370,385,370,0,385,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Secondary,5,2,729,709,70,659,52,657
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Total,5,3,814,900,404,410,466,434
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Primary,2,0,238,226,238,0,226,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Secondary,3,3,576,674,166,410,240,434
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Total,4,3,430,594,177,253,160,434
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Secondary,4,3,430,594,177,253,160,434
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Total,3,3,436,506,172,264,176,330
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Secondary,3,3,436,506,172,264,176,330
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Total,5,2,678,660,368,310,334,326
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Primary,2,0,255,237,255,0,237,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Secondary,3,2,423,423,113,310,97,326
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Total,3,3,320,333,130,190,129,204
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Secondary,3,3,320,333,130,190,129,204
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Total,4,4,621,653,173,448,177,476
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Secondary,4,4,621,653,173,448,177,476
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Total,4,4,805,767,321,484,262,505
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Secondary,4,4,805,767,321,484,262,505
